AIRLINE,MONTH,DAY_OF_WEEK,TAXI_OUT,DEPARTURE_DELAY,DISTANCE,ARRIVAL_DELAY
"Skywest Airlines Inc.",4,3,18,-3,641,7
"Atlantic Southeast Airlines",1,6,9,-4,403,-26
"Delta Air Lines Inc.",3,2,13,25,859,4
"Southwest Airlines Co.",5,1,18,1,543,-8
"Delta Air Lines Inc.",6,5,31,4,632,22
"American Eagle Airlines Inc.",1,6,14,11,247,3
"American Eagle Airlines Inc.",2,7,9,-8,630,-35
"Southwest Airlines Co.",10,2,14,-2,646,-24
"Virgin America",8,5,13,-3,679,2
"Southwest Airlines Co.",1,6,29,9,829,15
"Southwest Airlines Co.",7,4,17,31,1521,23
"Skywest Airlines Inc.",2,4,18,-4,507,-5
"American Eagle Airlines Inc.",5,2,10,48,479,32
"Atlantic Southeast Airlines",1,2,9,-10,427,-16
"American Eagle Airlines Inc.",3,2,32,-8,431,-8
"Atlantic Southeast Airlines",3,4,32,12,160,28
"American Airlines Inc.",9,5,9,-6,631,-20
"Frontier Airlines Inc.",4,6,13,-6,1197,-2
"American Airlines Inc.",9,2,25,13,612,15
"Southwest Airlines Co.",11,1,8,1,763,-4
"Delta Air Lines Inc.",3,2,14,-2,907,-15
"Southwest Airlines Co.",8,2,11,26,853,24
"Atlantic Southeast Airlines",1,6,10,-4,491,-15
"American Airlines Inc.",7,7,9,-4,325,-9
"Southwest Airlines Co.",12,5,7,18,704,-3
"Southwest Airlines Co.",10,5,7,-3,441,11
"JetBlue Airways",6,1,12,-6,319,-9
"American Airlines Inc.",4,6,10,-5,1192,-20
"Skywest Airlines Inc.",6,3,15,1,473,3
"American Eagle Airlines Inc.",8,6,10,-2,859,-29
"American Airlines Inc.",3,1,9,-4,631,-15
"JetBlue Airways",9,3,12,19,1127,-6
"Southwest Airlines Co.",1,1,16,1,289,3
"American Eagle Airlines Inc.",3,1,39,-5,290,-3
"Delta Air Lines Inc.",6,4,25,33,954,49
"JetBlue Airways",10,5,11,-3,2475,-26
"Atlantic Southeast Airlines",5,6,14,-3,803,-15
"Southwest Airlines Co.",6,7,7,-6,869,-16
"United Air Lines Inc.",7,3,19,11,862,4
"Delta Air Lines Inc.",5,3,22,-2,731,-7
"Skywest Airlines Inc.",2,4,14,-10,763,-5
"Skywest Airlines Inc.",10,1,18,-7,626,-6
"American Eagle Airlines Inc.",7,4,13,-5,674,-7
"JetBlue Airways",8,6,19,34,1005,11
"Skywest Airlines Inc.",7,5,14,30,372,33
"American Airlines Inc.",5,4,9,10,646,5
"Southwest Airlines Co.",4,6,17,3,507,6
"Southwest Airlines Co.",7,1,8,3,670,-1
"Atlantic Southeast Airlines",12,4,13,-7,501,-8
"Atlantic Southeast Airlines",1,3,9,-7,164,-24
"Skywest Airlines Inc.",2,4,9,-8,160,-13
"Southwest Airlines Co.",4,2,12,2,1276,-5
"Southwest Airlines Co.",1,5,16,3,601,-7
"Southwest Airlines Co.",9,6,8,-2,407,8
"Delta Air Lines Inc.",8,4,11,-2,453,-14
"Atlantic Southeast Airlines",8,1,14,-6,404,-5
"United Air Lines Inc.",6,5,153,11,612,178
"Southwest Airlines Co.",5,2,8,4,480,6
"United Air Lines Inc.",11,5,14,-7,447,-23
"Delta Air Lines Inc.",6,2,16,-5,214,-8
"Southwest Airlines Co.",1,7,12,-5,895,-11
"Delta Air Lines Inc.",11,6,15,-1,1747,-17
"Virgin America",3,7,21,164,337,171
"American Airlines Inc.",8,5,19,19,1194,12
"Virgin America",10,1,21,-1,2586,-22
"JetBlue Airways",4,6,8,-9,965,-5
"JetBlue Airways",8,7,20,-1,200,-4
"US Airways Inc.",2,7,15,-1,808,3
"Alaska Airlines Inc.",4,3,19,-9,679,-6
"Delta Air Lines Inc.",2,3,14,-4,680,4
"Skywest Airlines Inc.",11,7,9,57,817,46
"Delta Air Lines Inc.",6,5,12,39,187,16
"Southwest Airlines Co.",2,4,7,26,948,23
"United Air Lines Inc.",5,7,160,-1,1242,133
"Delta Air Lines Inc.",11,3,10,11,546,3
"US Airways Inc.",3,2,15,-5,808,-13
"Skywest Airlines Inc.",7,3,23,-9,119,-2
"Southwest Airlines Co.",12,5,10,28,951,9
"American Airlines Inc.",7,7,11,-5,759,-13
"Southwest Airlines Co.",7,7,9,-3,1497,-16
"Southwest Airlines Co.",12,4,15,0,369,2
"Delta Air Lines Inc.",6,1,19,-3,584,-1
"Alaska Airlines Inc.",4,4,15,-2,867,-4
"Atlantic Southeast Airlines",6,3,10,33,292,38
"American Airlines Inc.",9,3,21,2,1171,-1
"Skywest Airlines Inc.",7,3,22,-4,844,7
"Southwest Airlines Co.",12,3,8,20,533,5
"Skywest Airlines Inc.",9,2,29,-5,109,-3
"Skywest Airlines Inc.",4,3,14,-7,627,-4
"Frontier Airlines Inc.",1,1,16,15,533,18
"American Airlines Inc.",1,7,9,-5,1012,-20
"Frontier Airlines Inc.",10,5,22,0,920,-8
"American Eagle Airlines Inc.",11,5,11,-6,812,-16
"United Air Lines Inc.",11,3,10,-12,1235,-50
"Southwest Airlines Co.",8,7,13,-6,283,0
"Skywest Airlines Inc.",8,4,18,137,334,132
"American Eagle Airlines Inc.",9,5,6,70,147,71
"Southwest Airlines Co.",8,7,13,-2,1670,0
"Southwest Airlines Co.",12,3,8,-5,307,-4
"Southwest Airlines Co.",7,2,6,5,404,-14
"Southwest Airlines Co.",7,4,7,-1,480,-14
"American Airlines Inc.",1,2,20,7,2174,-22
"Southwest Airlines Co.",6,1,9,2,1587,-16
"American Airlines Inc.",6,2,14,-8,550,-14
"Southwest Airlines Co.",3,7,10,10,649,2
"American Airlines Inc.",3,4,14,-13,769,-18
"American Airlines Inc.",7,1,13,0,1471,-1
"United Air Lines Inc.",6,1,20,3,337,2
"Alaska Airlines Inc.",7,4,12,-3,697,-8
"Skywest Airlines Inc.",11,5,17,-5,1242,-13
"Southwest Airlines Co.",9,1,16,0,850,-5
"Delta Air Lines Inc.",6,4,16,-6,689,-17
"Southwest Airlines Co.",2,7,10,86,912,75
"Atlantic Southeast Airlines",7,6,13,2,1201,-3
"Southwest Airlines Co.",3,7,10,1,691,-7
"United Air Lines Inc.",4,1,15,73,1874,55
"US Airways Inc.",3,3,11,-5,2402,-24
"Southwest Airlines Co.",2,7,6,-6,401,-16
"American Airlines Inc.",11,4,16,0,802,-4
"United Air Lines Inc.",1,5,19,-4,2556,-26
"American Eagle Airlines Inc.",3,2,14,20,137,28
"American Airlines Inc.",2,4,14,13,868,-4
"American Airlines Inc.",1,7,10,5,852,-11
"Southwest Airlines Co.",7,3,11,0,942,-1
"Southwest Airlines Co.",7,5,6,17,436,4
"Alaska Airlines Inc.",9,3,30,-4,2378,-2
"American Airlines Inc.",11,5,11,-3,761,-2
"American Eagle Airlines Inc.",9,2,26,0,240,7
"Spirit Air Lines",11,2,11,19,1723,-11
"Delta Air Lines Inc.",8,3,12,0,1589,-16
"United Air Lines Inc.",11,7,10,-4,1739,-43
"Atlantic Southeast Airlines",12,3,24,2,147,11
"American Airlines Inc.",11,2,16,-6,599,-34
"American Airlines Inc.",10,1,16,3,1979,-9
"Frontier Airlines Inc.",4,3,11,1,846,-5
"Delta Air Lines Inc.",3,6,20,9,1599,15
"Delta Air Lines Inc.",1,5,12,-4,1306,12
"Delta Air Lines Inc.",11,7,14,-1,447,-10
"Atlantic Southeast Airlines",9,7,13,-7,170,-14
"Frontier Airlines Inc.",1,3,15,-13,901,5
"Southwest Airlines Co.",11,1,10,0,1788,-6
"Southwest Airlines Co.",2,4,22,34,446,35
"Delta Air Lines Inc.",8,1,13,1,957,-15
"Atlantic Southeast Airlines",2,6,19,-2,1214,20
"Virgin America",5,7,16,22,447,17
"Delta Air Lines Inc.",10,6,13,-6,1254,-17
"American Airlines Inc.",7,4,13,22,599,3
"Delta Air Lines Inc.",10,6,17,3,577,-17
"United Air Lines Inc.",5,2,16,-1,967,-9
"American Eagle Airlines Inc.",1,5,15,41,323,31
"Frontier Airlines Inc.",1,3,15,21,641,20
"US Airways Inc.",4,5,31,-6,328,10
"Atlantic Southeast Airlines",6,7,20,0,569,-7
"Alaska Airlines Inc.",2,2,14,-4,1448,-32
"Delta Air Lines Inc.",10,5,17,-3,680,2
"American Airlines Inc.",10,4,14,-7,1017,-25
"United Air Lines Inc.",6,5,13,45,1491,27
"Southwest Airlines Co.",3,7,11,0,1797,-14
"American Eagle Airlines Inc.",7,3,16,-3,501,-15
"United Air Lines Inc.",5,5,21,24,1005,15
"United Air Lines Inc.",4,6,39,94,305,142
"Skywest Airlines Inc.",7,4,13,6,265,-5
"Virgin America",3,1,18,-5,414,-15
"Southwest Airlines Co.",9,3,24,-1,1444,-11
"Delta Air Lines Inc.",11,3,12,-1,594,-18
"American Eagle Airlines Inc.",6,6,13,73,328,85
"Delta Air Lines Inc.",6,2,16,3,692,2
"JetBlue Airways",7,1,32,10,200,17
"American Eagle Airlines Inc.",11,7,11,-10,158,-10
"United Air Lines Inc.",6,2,14,4,1726,5
"Atlantic Southeast Airlines",12,6,16,-8,284,-4
"Southwest Airlines Co.",6,1,10,0,404,1
"Southwest Airlines Co.",8,1,9,9,382,0
"Atlantic Southeast Airlines",4,4,10,-9,1008,-25
"JetBlue Airways",10,3,21,14,1010,-12
"Delta Air Lines Inc.",6,1,19,5,581,27
"Delta Air Lines Inc.",7,5,22,4,368,6
"Alaska Airlines Inc.",5,7,4,-13,399,-13
"Spirit Air Lines",11,7,11,-15,956,-18
"American Airlines Inc.",11,1,19,6,980,-5
"Delta Air Lines Inc.",3,5,13,0,907,-16
"Skywest Airlines Inc.",9,7,23,-4,235,-5
"American Airlines Inc.",7,6,18,-4,728,7
"Atlantic Southeast Airlines",9,7,18,-10,308,-14
"American Airlines Inc.",7,1,12,515,888,510
"Spirit Air Lines",7,5,14,-8,258,-9
"Delta Air Lines Inc.",4,2,21,-6,615,-14
"Delta Air Lines Inc.",8,2,53,21,184,66
"Delta Air Lines Inc.",8,4,16,-4,762,-19
"United Air Lines Inc.",9,2,17,-7,236,-11
"Delta Air Lines Inc.",8,4,19,0,762,-37
"American Eagle Airlines Inc.",6,4,29,-10,764,-18
"Southwest Airlines Co.",7,3,17,20,882,15
"Delta Air Lines Inc.",4,2,13,-4,1522,-15
"Atlantic Southeast Airlines",3,5,9,-7,175,-14
"Virgin America",10,5,13,-8,337,-9
"United Air Lines Inc.",7,5,21,61,646,59
"Delta Air Lines Inc.",3,4,12,16,581,-3
"Southwest Airlines Co.",12,7,8,25,937,11
"Delta Air Lines Inc.",4,1,13,-4,528,-12
"Delta Air Lines Inc.",2,2,12,3,692,-8
"Skywest Airlines Inc.",6,1,17,-11,222,-15
"Southwest Airlines Co.",12,4,21,-5,1698,-33
"Skywest Airlines Inc.",3,2,17,-7,363,-2
"Southwest Airlines Co.",3,7,10,97,446,87
"Skywest Airlines Inc.",12,6,19,-6,436,-14
"United Air Lines Inc.",3,6,15,-6,854,-15
"Delta Air Lines Inc.",9,4,14,-3,332,-2
"Delta Air Lines Inc.",12,3,11,13,1517,5
"Skywest Airlines Inc.",8,7,16,5,599,-7
"United Air Lines Inc.",9,5,16,-3,1846,-31
"Atlantic Southeast Airlines",4,2,15,-2,489,-8
"Delta Air Lines Inc.",1,7,16,4,2218,-10
"Skywest Airlines Inc.",5,3,18,-4,491,-2
"Delta Air Lines Inc.",10,3,11,-4,1541,-11
"American Airlines Inc.",9,7,12,58,1303,25
"United Air Lines Inc.",10,1,22,-3,1597,-21
"United Air Lines Inc.",1,1,13,12,455,15
"United Air Lines Inc.",12,3,15,6,1208,-29
"Skywest Airlines Inc.",5,5,20,-6,455,-15
"American Airlines Inc.",10,1,13,30,2611,8
"Delta Air Lines Inc.",2,4,45,1,577,15
"Skywest Airlines Inc.",9,1,19,4,166,9
"Southwest Airlines Co.",1,5,6,-1,1488,-40
"Alaska Airlines Inc.",11,1,18,-6,2603,-7
"Delta Air Lines Inc.",7,3,17,-1,270,4
"Hawaiian Airlines Inc.",7,6,13,15,163,17
"United Air Lines Inc.",8,3,15,-5,1825,-16
"Southwest Airlines Co.",6,1,8,-3,909,-10
"American Airlines Inc.",7,5,12,-4,985,-12
"Delta Air Lines Inc.",5,5,16,-5,481,-13
"United Air Lines Inc.",9,4,31,0,888,0
"Atlantic Southeast Airlines",4,7,11,-11,637,-25
"JetBlue Airways",4,3,19,-6,414,-12
"US Airways Inc.",4,1,12,-2,226,-17
"Southwest Airlines Co.",11,6,16,-5,345,-12
"Alaska Airlines Inc.",3,2,10,-3,679,-6
"Southwest Airlines Co.",9,2,11,4,1107,-7
"JetBlue Airways",12,3,24,-8,2588,7
"Southwest Airlines Co.",2,1,13,101,255,97
"American Airlines Inc.",9,1,35,2,650,19
"American Airlines Inc.",4,5,9,-9,569,2
"Hawaiian Airlines Inc.",9,2,7,1,201,1
"Atlantic Southeast Airlines",5,7,17,51,295,49
"United Air Lines Inc.",2,2,16,5,888,57
"Delta Air Lines Inc.",5,6,8,10,2139,-17
"Skywest Airlines Inc.",1,3,28,52,73,67
"Atlantic Southeast Airlines",1,7,25,6,926,17
"Delta Air Lines Inc.",6,6,14,1,554,-8
"Skywest Airlines Inc.",8,4,20,-4,1519,-28
"Southwest Airlines Co.",2,2,16,-1,349,-9
"American Airlines Inc.",2,4,11,-4,1171,-23
"Skywest Airlines Inc.",8,4,33,-7,651,16
"US Airways Inc.",6,7,22,-6,449,-11
"United Air Lines Inc.",6,3,13,-3,2227,-14
"American Eagle Airlines Inc.",6,1,8,-1,622,21
"Skywest Airlines Inc.",5,1,19,-4,802,7
"United Air Lines Inc.",2,2,22,9,746,10
"Southwest Airlines Co.",7,2,11,20,680,9
"United Air Lines Inc.",9,6,16,-8,1874,-16
"American Eagle Airlines Inc.",2,3,20,-9,130,-9
"American Airlines Inc.",11,1,39,35,1460,54
"Southwest Airlines Co.",9,4,9,15,283,12
"Southwest Airlines Co.",3,5,12,3,551,2
"Atlantic Southeast Airlines",2,3,16,-3,657,-11
"Skywest Airlines Inc.",10,2,15,-3,678,-14
"American Airlines Inc.",2,1,13,-2,1067,-16
"Delta Air Lines Inc.",4,7,14,-3,590,6
"Alaska Airlines Inc.",7,2,13,22,679,16
"American Airlines Inc.",6,7,17,4,247,-9
"Skywest Airlines Inc.",7,5,13,11,601,8
"Southwest Airlines Co.",6,7,8,44,307,34
"Southwest Airlines Co.",4,2,8,1,696,-6
"Southwest Airlines Co.",8,1,13,11,1024,0
"Skywest Airlines Inc.",9,1,12,0,562,-16
"American Airlines Inc.",11,1,14,-9,304,-15
"Skywest Airlines Inc.",11,4,12,-13,667,-19
"Southwest Airlines Co.",1,6,23,37,436,58
"Skywest Airlines Inc.",7,1,16,4,886,2
"Southwest Airlines Co.",8,4,7,-4,849,-11
"American Airlines Inc.",1,4,14,-7,1242,-17
"Atlantic Southeast Airlines",3,2,20,38,416,39
"Hawaiian Airlines Inc.",12,6,13,17,2640,-6
"Delta Air Lines Inc.",10,6,13,-4,1979,-7
"American Airlines Inc.",7,4,18,3,1258,-8
"Skywest Airlines Inc.",6,1,15,0,913,-2
"Southwest Airlines Co.",11,5,7,0,1047,-19
"American Airlines Inc.",2,6,15,36,867,33
"Skywest Airlines Inc.",10,6,12,-7,67,-21
"Southwest Airlines Co.",7,2,7,-2,484,13
"United Air Lines Inc.",8,7,9,3,888,-12
"American Airlines Inc.",4,7,9,100,985,71
"Atlantic Southeast Airlines",2,1,24,-4,457,5
"Delta Air Lines Inc.",12,7,12,-5,547,-11
"Skywest Airlines Inc.",1,7,12,-12,784,-6
"American Eagle Airlines Inc.",6,3,45,18,764,30
"Atlantic Southeast Airlines",2,4,22,-5,528,-3
"Delta Air Lines Inc.",10,4,15,-7,106,-6
"Southwest Airlines Co.",1,3,8,-8,484,-11
"JetBlue Airways",12,4,27,-1,937,-13
"American Airlines Inc.",9,5,10,8,1107,-12
"Southwest Airlines Co.",9,3,9,69,912,49
"United Air Lines Inc.",9,2,11,0,937,-5
"Southwest Airlines Co.",7,1,8,-4,272,-10
"JetBlue Airways",2,7,10,64,1076,66
"Southwest Airlines Co.",5,5,8,58,337,67
"Southwest Airlines Co.",9,7,10,-5,1546,-18
"Atlantic Southeast Airlines",1,2,35,-6,349,5
"US Airways Inc.",1,1,33,-1,644,5
"Skywest Airlines Inc.",12,4,23,-8,192,-9
"United Air Lines Inc.",10,2,18,1,719,10
"Atlantic Southeast Airlines",6,1,20,-6,458,0
"American Airlines Inc.",11,6,14,3,468,-2
"Southwest Airlines Co.",6,4,14,10,307,14
"Alaska Airlines Inc.",10,1,21,-5,2537,-14
"American Eagle Airlines Inc.",3,3,9,-4,299,-35
"Southwest Airlines Co.",4,1,7,-2,1751,-26
"American Airlines Inc.",1,3,11,-4,612,-11
"Atlantic Southeast Airlines",12,3,43,0,399,28
"Delta Air Lines Inc.",1,3,13,0,594,1
"Southwest Airlines Co.",6,3,8,4,894,5
"Delta Air Lines Inc.",7,6,11,-6,205,-13
"United Air Lines Inc.",1,5,9,16,2007,5
"US Airways Inc.",5,7,17,-7,2402,-5
"Delta Air Lines Inc.",1,3,21,1,1089,12
"JetBlue Airways",9,1,23,-13,2072,-8
"United Air Lines Inc.",4,5,14,30,733,11
"Southwest Airlines Co.",3,3,30,3,846,3
"Southwest Airlines Co.",3,5,8,2,883,-8
"United Air Lines Inc.",5,3,9,34,403,17
"American Airlines Inc.",1,5,13,27,190,20
"Skywest Airlines Inc.",9,5,33,-4,1464,-10
"Skywest Airlines Inc.",12,4,8,-4,264,-23
"American Airlines Inc.",12,5,16,-5,449,-8
"Skywest Airlines Inc.",3,5,18,-5,359,-5
"Alaska Airlines Inc.",1,6,23,-6,1709,-2
"Delta Air Lines Inc.",8,4,19,-7,235,-14
"Delta Air Lines Inc.",7,3,15,10,584,9
"American Eagle Airlines Inc.",7,2,19,-3,473,-11
"Southwest Airlines Co.",7,1,7,23,390,18
"American Airlines Inc.",9,4,12,-4,541,-14
"Skywest Airlines Inc.",5,4,15,-5,387,-6
"United Air Lines Inc.",5,2,15,98,719,79
"Atlantic Southeast Airlines",4,3,20,-6,557,-7
"Delta Air Lines Inc.",6,4,22,7,944,-12
"Delta Air Lines Inc.",4,2,12,16,680,0
"American Eagle Airlines Inc.",7,1,8,6,691,-11
"Skywest Airlines Inc.",4,3,11,-3,1269,-2
"American Airlines Inc.",4,2,9,42,1464,17
"JetBlue Airways",7,4,32,-3,2475,21
"United Air Lines Inc.",9,1,20,-2,854,-15
"Southwest Airlines Co.",5,3,10,7,861,-5
"American Airlines Inc.",6,7,16,58,550,55
"Atlantic Southeast Airlines",11,1,10,53,427,49
"Hawaiian Airlines Inc.",7,6,13,-10,100,-7
"Southwest Airlines Co.",9,4,14,-2,187,-5
"American Eagle Airlines Inc.",2,3,15,-5,773,-20
"Alaska Airlines Inc.",8,3,21,-5,834,-13
"Delta Air Lines Inc.",10,4,10,-6,503,-27
"Delta Air Lines Inc.",7,6,14,-6,250,-5
"Southwest Airlines Co.",4,3,15,-1,862,-1
"Skywest Airlines Inc.",1,5,9,-2,438,-20
"American Airlines Inc.",8,6,12,-6,802,-40
"Delta Air Lines Inc.",1,5,23,-4,813,-5
"Atlantic Southeast Airlines",9,1,14,-6,153,-17
"Hawaiian Airlines Inc.",2,5,14,8,100,24
"Southwest Airlines Co.",2,6,10,4,356,-5
"US Airways Inc.",2,1,12,-3,631,-18
"American Airlines Inc.",11,2,21,91,430,105
"United Air Lines Inc.",4,5,18,89,997,76
"Skywest Airlines Inc.",2,2,20,-1,329,5
"American Airlines Inc.",4,2,15,27,1085,12
"Atlantic Southeast Airlines",11,6,11,-2,448,-5
"Delta Air Lines Inc.",11,3,18,1,240,-2
"American Eagle Airlines Inc.",11,5,28,-5,835,11
"JetBlue Airways",8,2,13,53,1542,35
"Skywest Airlines Inc.",10,1,17,-2,409,-6
"American Eagle Airlines Inc.",7,5,12,-5,738,-17
"Delta Air Lines Inc.",4,1,30,-5,120,16
"Atlantic Southeast Airlines",1,6,11,-5,1015,-19
"American Airlines Inc.",1,4,23,39,1121,26
"American Airlines Inc.",8,1,26,-4,1197,-8
"Southwest Airlines Co.",4,3,14,-2,447,-3
"Southwest Airlines Co.",7,5,7,-3,239,-4
"American Eagle Airlines Inc.",6,3,9,-4,549,-15
"United Air Lines Inc.",10,3,14,-5,1605,-23
"Frontier Airlines Inc.",5,1,15,38,1514,31
"Delta Air Lines Inc.",5,3,16,-6,1426,0
"US Airways Inc.",2,7,16,0,1107,-20
"American Airlines Inc.",8,4,11,-6,204,-14
"Atlantic Southeast Airlines",4,4,19,-1,371,-5
"Skywest Airlines Inc.",11,5,11,0,792,-4
"Delta Air Lines Inc.",3,7,18,9,1035,-16
"United Air Lines Inc.",10,2,17,22,2306,-9
"Atlantic Southeast Airlines",4,4,11,-7,448,-10
"JetBlue Airways",12,1,8,-7,1368,-26
"Southwest Airlines Co.",4,5,9,-1,237,-6
"Southwest Airlines Co.",10,7,15,10,793,5
"Delta Air Lines Inc.",9,3,7,11,516,-5
"American Airlines Inc.",3,4,10,10,978,12
"US Airways Inc.",5,4,17,-4,599,-20
"Southwest Airlines Co.",1,1,11,-6,515,-21
"Delta Air Lines Inc.",5,3,19,-6,588,-23
"American Airlines Inc.",10,2,32,-5,644,4
"Frontier Airlines Inc.",3,4,27,-1,602,13
"Skywest Airlines Inc.",5,1,17,-1,235,-8
"Hawaiian Airlines Inc.",3,4,8,-8,216,-9
"Atlantic Southeast Airlines",7,7,26,14,780,18
"Delta Air Lines Inc.",2,2,40,36,184,51
"Atlantic Southeast Airlines",8,2,10,1,489,-4
"American Airlines Inc.",1,1,21,-5,2556,-16
"Frontier Airlines Inc.",11,1,23,-4,1514,-15
"Skywest Airlines Inc.",6,4,13,6,462,1
"Skywest Airlines Inc.",2,1,43,-4,150,34
"Alaska Airlines Inc.",6,4,21,-2,2701,8
"United Air Lines Inc.",7,3,11,26,1009,27
"Southwest Airlines Co.",11,4,15,0,721,-3
"Delta Air Lines Inc.",10,2,9,-6,386,-20
"Atlantic Southeast Airlines",10,5,10,-5,287,-27
"Southwest Airlines Co.",3,7,10,-3,372,8
"United Air Lines Inc.",8,1,16,19,925,-1
"Alaska Airlines Inc.",1,4,7,34,2631,3
"United Air Lines Inc.",3,4,16,-8,783,-13
"JetBlue Airways",1,3,14,-1,846,4
"American Airlines Inc.",3,5,11,-16,678,-27
"Delta Air Lines Inc.",6,2,16,-2,2139,-25
"Delta Air Lines Inc.",8,1,14,12,957,6
"American Airlines Inc.",10,5,12,-2,606,-14
"JetBlue Airways",8,4,19,75,2704,66
"American Eagle Airlines Inc.",6,1,11,32,693,28
"Skywest Airlines Inc.",9,7,15,-12,576,-16
"American Eagle Airlines Inc.",8,3,11,62,354,66
"Skywest Airlines Inc.",7,5,31,-4,342,-2
"Delta Air Lines Inc.",7,5,16,-2,2139,-25
"Southwest Airlines Co.",8,3,23,19,640,3
"US Airways Inc.",4,1,14,-2,868,-13
"Southwest Airlines Co.",6,3,8,-4,570,-12
"Skywest Airlines Inc.",2,5,13,-13,261,0
"Atlantic Southeast Airlines",1,4,14,-2,541,-11
"Skywest Airlines Inc.",6,4,36,71,67,72
"United Air Lines Inc.",5,4,9,0,2007,2
"Hawaiian Airlines Inc.",1,7,6,-7,102,-1
"Southwest Airlines Co.",6,5,7,-4,697,-13
"Southwest Airlines Co.",12,7,8,-3,562,-23
"US Airways Inc.",4,6,16,23,2176,-12
"Skywest Airlines Inc.",4,3,24,51,567,36
"Skywest Airlines Inc.",5,6,16,10,266,6
"United Air Lines Inc.",2,6,13,-4,1514,-40
"American Eagle Airlines Inc.",4,3,13,-5,157,-3
"Southwest Airlines Co.",3,2,6,11,602,-3
"Skywest Airlines Inc.",3,3,8,-3,119,-27
"American Eagle Airlines Inc.",12,3,25,-6,135,2
"Atlantic Southeast Airlines",12,1,25,14,645,4
"Frontier Airlines Inc.",3,1,13,-4,1014,-6
"Southwest Airlines Co.",1,1,10,-3,342,-15
"Delta Air Lines Inc.",9,3,17,0,666,-14
"Atlantic Southeast Airlines",3,7,10,-8,1034,-35
"Delta Air Lines Inc.",11,1,14,12,370,6
"United Air Lines Inc.",12,5,19,-8,2704,-32
"Southwest Airlines Co.",6,3,6,-5,283,-7
"Delta Air Lines Inc.",3,3,22,7,1080,1
"Southwest Airlines Co.",11,7,20,22,1436,20
"Southwest Airlines Co.",2,4,9,-2,496,-3
"Atlantic Southeast Airlines",9,2,22,-2,212,-4
"Delta Air Lines Inc.",8,5,16,-6,503,-9
"American Airlines Inc.",6,5,15,-2,460,-8
"Delta Air Lines Inc.",7,6,11,-4,484,-1
"Southwest Airlines Co.",7,7,10,-4,775,-7
"Delta Air Lines Inc.",8,4,13,6,1399,6
"Southwest Airlines Co.",12,6,15,14,495,9
"Southwest Airlines Co.",12,4,15,1,806,2
"American Airlines Inc.",3,4,22,-2,2475,-5
"Delta Air Lines Inc.",9,1,20,-2,151,-1
"Southwest Airlines Co.",8,2,9,1,1491,-11
"Atlantic Southeast Airlines",9,2,7,-6,500,2
"Atlantic Southeast Airlines",8,7,71,27,985,73
"Atlantic Southeast Airlines",9,6,18,-3,588,-14
"Delta Air Lines Inc.",5,6,12,-5,1310,-14
"Alaska Airlines Inc.",12,2,11,25,569,39
"Southwest Airlines Co.",1,6,13,45,895,33
"Delta Air Lines Inc.",7,6,13,-8,321,-15
"Southwest Airlines Co.",10,5,10,-2,669,-14
"Southwest Airlines Co.",12,1,9,19,853,-1
"Southwest Airlines Co.",3,6,12,2,1334,-4
"JetBlue Airways",7,5,11,-2,1666,-8
"American Airlines Inc.",3,7,24,1,1235,-1
"Delta Air Lines Inc.",7,3,13,-2,577,-24
"Southwest Airlines Co.",5,4,9,5,277,0
"American Eagle Airlines Inc.",10,1,27,-8,272,-26
"American Airlines Inc.",10,6,16,-1,1235,-20
"American Eagle Airlines Inc.",8,5,31,-5,812,1
"United Air Lines Inc.",3,6,14,-7,862,-23
"Delta Air Lines Inc.",10,3,22,-5,590,13
"Delta Air Lines Inc.",7,6,13,19,1069,10
"Skywest Airlines Inc.",1,1,11,-10,130,-5
"Delta Air Lines Inc.",3,7,23,-6,1572,-29
"Spirit Air Lines",3,1,11,-5,753,-11
"Southwest Airlines Co.",12,3,8,-3,777,-20
"Alaska Airlines Inc.",2,3,12,7,697,9
"Alaska Airlines Inc.",2,2,11,1,679,-15
"Delta Air Lines Inc.",2,4,26,5,952,-2
"American Eagle Airlines Inc.",1,5,19,-4,402,-4
"Atlantic Southeast Airlines",12,7,17,-8,331,-4
"Skywest Airlines Inc.",5,3,16,-7,391,-6
"US Airways Inc.",6,2,10,-7,651,-9
"US Airways Inc.",6,2,15,0,255,-10
"American Airlines Inc.",1,6,18,3,469,-2
"Delta Air Lines Inc.",12,1,14,20,1306,12
"American Airlines Inc.",3,2,13,106,631,87
"Southwest Airlines Co.",12,7,9,23,937,7
"Southwest Airlines Co.",8,6,27,242,882,258
"JetBlue Airways",7,2,10,49,395,50
"Southwest Airlines Co.",5,6,12,-3,1066,-2
"Atlantic Southeast Airlines",8,2,13,-2,376,-9
"Southwest Airlines Co.",2,3,7,-2,479,-6
"Southwest Airlines Co.",3,6,15,45,1546,31
"Skywest Airlines Inc.",11,5,30,-2,1117,-2
"Alaska Airlines Inc.",6,5,15,-6,679,-9
"United Air Lines Inc.",5,5,17,68,678,58
"Spirit Air Lines",4,1,11,32,1303,3
"Southwest Airlines Co.",7,5,10,16,189,10
"United Air Lines Inc.",11,2,11,-3,2288,-20
"Atlantic Southeast Airlines",3,3,11,-3,302,-13
"Southwest Airlines Co.",12,5,8,-5,912,-5
"Alaska Airlines Inc.",9,7,12,-7,978,-16
"Delta Air Lines Inc.",12,5,9,2,448,5
